browser_name,pct_input,wild_mouse_duration,pct_scroll_move_duration,pct_wild_mouse,session_start,pct_doubleclick,pct_rage_click,pct_click,page_activity_duration,product_ean,pct_scrandom,mouse_move_total_rel_distance,pct_click_product_info,scroll_move_total_rel_distance,session_id,pct_mouse_click,pct_scroll_move,user_id,screen_width,session_duration,screen_height,total_load_time,ack,pct_mouse_move
chrome,3.37837,12.5735,9.78476,67.24922,2019-08-08 15:19:41,9.88285,45.93525,7.28323,11.88142,9399510162676,57.92673,10.93932,50.06368,10.51704,1452988,12.09139,65.41996,1982,1920,123.81918,800,5.04906,1.0,12.12363
edge,4.5005229999999985,13.37727,9.40215,52.1006,2020-09-28 10:01:29,8.88447,60.29054,9.48602,11.47414,8872451351145,52.79554,9.26441,44.26057,10.57334,931725,11.13292,22.7802,70,1366,135.5428,768,2.98856,1.0,8.75516
chrome,0.07255,8.50805,10.85485,50.00667,2018-11-25 06:14:28,11.71031,56.97238,8.22772,8.35954,9500069237511,27.68949,9.86593,46.06986,5.9939,290633,10.65147,56.88085,1347,1024,215.74949,1024,7.08593,0.0,9.05316
edge,0.11871,9.14469,9.65425,62.24126,2020-04-08 12:32:49,8.32125,36.35327,10.57823,10.74522,2628965334503,41.74083,12.14086,88.80014,8.33101,362283,10.44702,54.46109,637,lower,186.47088,768,4.07573,0.0,8.34785
edge,2.18469,12.1393,9.7577,30.16582,2019-11-22 10:44:07,9.55404,34.25848,7.96539,10.9525,3937881797170,31.04809,10.96116,65.96854,11.98211,559092,10.46011,54.67076,288,1366,128.4084,800,1.98744,1.0,12.58037
safari,0.02581,6.77174,12.10274,47.28334,2021-12-16 20:26:57,9.48932,45.94573,9.08723,9.2741,5222668665840,50.43882,11.06349,58.72095,7.84357,1181872,10.52359,41.97265,23,1280,130.05636,800,2.63397,0.0,10.12369
firefox,0.02459,6.36559,8.51296,65.23181,2020-06-27 00:57:26,12.96547,57.29926,8.67341,8.22757,5419518600544,38.04507,11.27365,77.73582,10.38958,738315,9.7391,50.40711,1707,1280,147.35823,1080,2.07261,0.0,14.92715
edge,0.0658,8.51864,9.06747,46.12321,2020-12-30 03:20:43,8.60159,40.41573,8.88857,7.37791,2361259238186,54.16389,9.22405,44.29138,7.58668,959558,10.70828,36.9614,1980,1920,58.56629,768,1.695,1.0,7.31315
mobile,0.20767,9.74053,8.84961,64.19428,2023-03-21 03:20:32,11.86294,56.41201,8.56736,8.94148,2387597161818,69.34002,13.94713,49.24894,9.57635,1226157,9.79478,81.5003,774,1280,137.65376,800,3.34017,0.0,13.0063
edge,0.0254,7.23291,11.26348,51.75962,2021-11-19 15:00:38,12.81538,43.84296,8.44737,8.62236,3658135247189,42.04841,13.06015,50.75048,10.14849,667225,8.84485,83.48669,1344,1920,76.60063,lower,7.00249,0.0,15.07934
mobile,0.03974,7.76045,10.40046,59.8731,2021-05-19 19:52:46,8.38783,43.60639,11.18689,11.18133,922204187526,61.57895,11.35907,49.04083,8.49536,234412,10.3259,53.10215,173,1280,27.79821,768,2.59597,0.0,8.66188
edge,0.08029,8.45371,10.64701,53.99785,2023-03-21 19:00:33,13.49821,51.34957,7.05804,10.02402,6840613737818,41.70814,9.82548,32.17042,7.78897,109933,10.19721,26.10225,1795,1920,147.19415,800,5.11306,0.0,13.32514
firefox,0.12749,9.15471,12.57376,42.27147,2019-06-25 12:55:01,7.70339,48.96077,11.09225,11.00683,626727591685,76.77235,10.76898,60.30662,9.17331,1220617,9.13211,44.16344,944,800,119.7959,800,3.54941,0.0,7.92873
opera,0.04037,7.60622,9.47468,70.23602,2018-11-06 08:13:42,8.93264,48.40148,8.84359,9.51754,6228781553162,59.77774,8.14448,66.40073,8.7472,164559,8.94444,47.73582,1134,1280,218.33207,1080,7.78989,1.0,9.44858
chrome,0.06368,8.31241,10.79924,34.64443,2019-04-08 00:14:16,10.78522,44.83863,9.65112,7.96,9786115480531,45.55618,13.77188,54.74266,10.34293,600901,10.00538,72.20373,757,1024,154.22812,lower,7.03928,0.0,12.44698
mobile,0.04132,7.61128,9.27339,52.74787,2021-06-08 20:11:50,11.24525,58.00536,8.47516,8.16386,3676226777278,48.02185,11.16329,54.74002,6.16604,1336467,11.13779,70.82472,2077,lower,235.72785,1024,1.5771,1.0,9.50627
chrome,0.12864,9.17456,10.90838,52.73172,2020-01-19 03:15:33,9.25719,55.48785,6.51999,7.78837,8592985589677,28.13759,9.27365,53.0017,7.71845,304161,11.51643,66.76036,2245,1920,213.89804,600,1.53614,1.0,9.48899
edge,4.5005229999999985,12.95791,9.80954,58.118,2019-11-05 03:15:56,7.96184,53.36959,9.40696,9.79819,8039761353201,49.27946,10.66085,55.15854,12.20015,749468,10.10516,44.36146,1335,800,216.52478,600,4.18312,1.0,9.70811
edge,0.05734,7.95372,9.87259,35.15998,2022-11-05 04:45:08,6.50005,53.91592,10.05448,10.70497,1680749909100,53.18234,6.02982,55.89424,10.50109,1137148,8.42338,50.56438,293,800,265.93275,1080,2.25746,1.0,8.00794
firefox,0.03507,7.33515,10.44274,32.79195,2022-05-09 06:21:10,8.59554,20.16289,8.80793,8.88116,6401236347084,34.90608,9.82363,71.41108,6.91675,1156618,10.45914,62.11007,530,1280,167.32287,lower,2.78358,1.0,8.08849
other,1.22833,11.54997,10.27058,51.00858,2020-05-26 03:28:15,9.80716,66.42874,7.95836,12.31207,6626521330262,56.79583,11.83432,65.43114,12.97773,1116867,8.44837,59.21841,724,1024,255.51692,600,3.29773,1.0,14.69446
edge,1.22186,11.55044,9.82178,64.79043,2020-11-16 01:27:55,6.16001,63.83713,8.95603,12.34754,5271443745222,43.9241,12.48068,46.92909,8.98225,1280026,9.88063,40.04498,1732,1280,175.38227,1024,0.6958449999999999,1.0,8.17852
chrome,0.1168,9.04734,10.3077,49.42401,2022-11-08 11:58:25,8.79686,61.99953,11.39506,11.66853,2503926009716,35.06374,12.62778,44.79601,7.76074,842390,10.59814,18.96548,1310,1024,81.46774,1080,5.71614,0.0,8.08214
edge,0.03079,7.01503,10.28296,80.23294,2019-09-25 22:55:12,10.35413,47.44202,8.81624,7.62896,1400542345130,25.21351,12.54203,38.46867,5.79456,18050,10.2989,57.89707,2322,1280,185.66391,768,3.43754,0.0,8.87969
mobile,0.03466,7.01188,10.69221,45.364,2023-04-05 05:30:34,9.07565,56.85419,5.22013,6.19015,3867439437060,52.86706,11.75521,54.37127,5.55544,535635,9.80213,65.16559,500,1280,171.00531,1080,4.0832,1.0,9.74856
edge,0.14318,9.25975,10.9178,53.75127,2020-06-20 20:13:05,8.97397,49.41537,11.39113,11.84713,9009066000741,49.33182,12.68984,43.96899,7.10021,693649,9.2947,70.48723,177,1920,156.2532,1024,0.89005,0.0,7.59791
chrome,0.05938,8.38813,10.35794,46.76767,2022-04-09 18:59:52,10.84556,52.37659,10.08982,9.13313,894423642905,79.43959,8.68671,64.29039,9.05404,1079682,9.7745,59.42238,126,1280,176.6841,600,0.99623,1.0,9.7254
chrome,0.07189,8.3598,11.52277,53.46387,2021-06-30 15:49:10,10.85001,66.86795,9.41522,7.69536,3078379697067,68.92906,10.76269,50.61816,7.37117,200564,10.09404,35.08656,460,higher,128.50998,768,6.02083,0.0,8.93367
mobile,0.05154,7.98204,9.33332,39.64378,2021-08-11 13:41:17,6.09585,33.64501,5.21433,7.65587,1011975992169,28.54876,6.59885,15.88341,9.70163,226864,11.91801,52.49062,2129,1920,189.9276,800,2.51606,1.0,9.76549
chrome,0.03072,6.70517,10.34047,44.31889,2022-08-14 10:47:19,10.43621,46.16107,9.18995,8.02601,7581566389394,42.62404,11.25103,35.94943,5.60987,1322260,9.94256,54.28911,815,800,159.58131,higher,2.65364,1.0,8.36014
mobile,0.95751,11.29425,10.18191,48.43098,2023-09-12 13:42:42,9.8367,64.84786,6.5379,12.44648,5298562682337,50.74525,12.18192,45.98071,11.65724,936050,8.15313,43.5759,1684,1920,240.57389,1024,4.48654,1.0,14.90148
safari,0.1011,8.87926,10.82567,56.79592,2018-09-28 18:44:01,10.67611,27.54423,11.28202,6.93845,9011900176888,43.25696,11.89405,45.16083,12.01464,640147,10.05337,19.50557,999,higher,100.45344,1024,1.3969,0.0,11.37052
chrome,0.05182,8.10597,10.30131,49.7636,2020-09-15 16:36:26,10.00316,48.53374,8.90093,8.20155,2961658460944,48.0436,10.48345,71.45241,6.55038,804804,10.52001,54.50279,1293,1366,204.4836,1024,3.1826,1.0,8.23674
chrome,0.02238,5.21496,10.74774,30.53306,2021-07-26 17:03:00,8.20628,53.03686,12.20014,12.31233,2404569560155,56.03686,12.17081,56.43285,7.30106,336220,12.15948,46.29057,2093,1024,72.05085,768,3.60396,0.0,8.64365
edge,4.5005229999999985,13.00464,9.75069,40.87798,2019-01-18 01:20:56,7.62885,52.17609,10.50145,10.26912,4998358290333,62.12015,9.77702,55.42485,11.15226,209163,9.72985,66.86116,467,800,34.89342,768,4.73169,1.0,7.58659
edge,0.2538,9.93344,11.64161,54.18792,2020-07-30 05:11:10,10.77292,55.82332,5.50187,11.13814,6646846370194,36.52478,13.65699,40.55143,14.07663,581381,9.53446,60.31011,2071,1920,202.85352,800,4.04128,1.0,19.14669
other,2.81491,12.38961,9.43155,42.04926,2019-09-18 22:55:12,9.36996,56.23275,7.58276,11.40832,8132646892045,63.75689,13.05072,51.58426,14.65303,163476,8.97277,34.2937,1788,1366,47.83914,768,0.98384,1.0,15.83103
mobile,0.03365,6.86768,9.74515,29.25006,2020-08-08 06:22:19,8.95437,58.55131,8.84882,9.60254,201682722239,43.48362,9.5962,59.39544,7.23216,627936,9.26145,43.33571,1668,1366,261.07462,1024,0.78216,1.0,8.9892
chrome,0.24123,9.85611,8.14731,52.84917,2023-06-07 09:02:46,8.5379,55.20014,9.85946,9.37473,588406473692,52.25819,7.51446,41.3312,9.36266,181589,8.90535,36.59784,1662,1366,104.15249,1080,2.52573,1.0,7.59506
edge,1.48778,11.74812,11.71293,44.87936,2019-07-25 14:58:18,5.75046,56.19208,9.89499,11.54373,8892923132706,17.06824,11.52806,64.73064,9.32777,386242,11.36396,49.21307,257,1920,151.41587,1080,4.27039,1.0,6.80908
chrome,2.65063,12.32708,11.85115,48.69859,2021-07-23 12:10:43,8.15143,36.60605,8.06267,12.61967,713139537421,38.88039,11.97129,63.87629,9.3623,253132,8.85695,56.73594,1064,1920,202.81366,600,4.8239,1.0,10.07136
chrome,0.09058,8.65339,9.68635,40.26894,2018-12-07 17:33:47,9.79533,53.55706,10.83372,11.35754,2038882049273,60.90785,13.47099,26.9201,6.78801,1033289,10.09064,49.38324,1917,1024,239.11045,600,4.94373,0.0,8.67631
mobile,0.05471,7.82843,10.79976,35.39036,2019-06-13 14:04:09,8.74407,51.49446,8.92864,9.31017,4377456580865,73.02453,11.32287,86.66242,7.52371,1093704,11.11887,40.87018,617,800,152.32267,600,5.23776,0.0,9.03416
firefox,0.06602,8.33339,10.15087,71.91904,2022-12-03 12:29:18,12.58199,52.01689,8.34502,9.17984,5783250152334,56.99686,10.95596,42.51558,9.12852,548563,7.926,46.46386,767,lower,304.68083,higher,7.43854,0.0,13.0592
safari,0.02847,7.30507,10.28969,73.93282,2022-08-02 02:32:52,9.1608,40.89894,5.49969,7.24386,6441891025484,67.47338,8.79416,64.42797,8.45987,1089370,8.35735,58.06511,552,higher,225.14256,1080,0.85176,1.0,11.42232
safari,0.05333,8.00679,8.79013,53.39376,2021-09-02 12:47:40,7.86627,38.32918,10.07246,10.03211,5128987100522,65.98726,11.15523,65.92548,8.93726,945837,10.31101,73.04314,1690,1366,32.7061,768,1.67122,0.0,8.94638
edge,0.055,7.79111,11.0695,57.20404,2021-07-26 15:39:41,13.22057,47.14922,7.76226,9.57625,9941368233208,57.18538,7.95386,75.56863,8.02288,973681,10.49124,44.40719,1857,1366,147.11433,1024,7.9881,0.0,12.37151
edge,0.04891,7.91364,10.01022,29.52348,2020-05-12 19:50:22,6.30677,55.26386,6.54833,8.31508,4573226028630,38.74458,8.07898,50.65993,8.93401,746372,10.26837,47.51569,1987,1920,104.41547,lower,9.5433095,1.0,8.97639
mobile,0.32473,10.18151,10.94062,48.16874,2020-02-20 20:56:00,9.54284,38.87834,14.5681,14.62709,123362590573,53.17691,13.59114,66.85183,8.11553,878896,8.41723,42.89558,224,lower,104.82783,768,2.28912,0.0,7.31077
mobile,0.13606,9.2392,8.91448,49.42579,2023-06-10 18:49:10,7.82756,44.8284,8.87432,8.70015,3116622401815,66.93157,8.78052,39.58771,8.17272,615098,8.97855,44.21672,1766,800,154.50018,1080,1.71492,1.0,7.28692
edge,1.54232,11.79454,10.34888,42.84397,2021-06-28 13:40:28,8.84333,51.4385,14.45334,14.65417,165003621956,26.32689,13.45217,48.59617,8.19892,96966,10.06014,48.73706,252,1024,163.17938,768,3.03115,0.0,6.16727
firefox,3.77085,12.68606,11.39595,45.62523,2022-06-12 07:18:37,5.31369,72.49241,11.6386,10.09619,3226280840397,33.3104,9.78277,68.11317,10.48362,779360,7.67304,47.63617,1387,1024,121.16213,1080,7.53437,0.0,4.68064
firefox,0.25857,9.94811,9.18332,42.3509,2021-12-17 17:45:49,8.84976,56.13485,6.90866,12.63143,3126421503092,31.93196,13.64764,52.4627,12.23182,1135154,10.84963,61.92215,813,800,176.49027,768,3.63213,1.0,15.67863
chrome,0.72887,11.01282,10.27189,32.49139,2023-07-06 21:29:59,9.86331,65.05784,6.96918,12.87034,1662630777081,58.46561,13.56777,58.7381,14.06832,458022,12.10675,63.52477,38,800,161.84709,1024,1.10558,1.0,17.47244
edge,0.02804,7.41795,8.76707,69.0173,2021-04-24 19:02:59,13.27226,41.73638,7.91112,9.08125,6296412076083,54.85423,8.528,61.19122,8.42393,131453,9.08094,55.17729,930,1280,225.20734,1024,9.5433095,0.0,12.84742
edge,4.5005229999999985,13.01891,8.22893,38.73815,2023-04-09 02:05:36,6.30659,62.54087,12.06766,10.72906,7765966146362,51.62741,8.82167,75.3205,9.9436,388833,9.78186,54.50444,1257,1280,83.8244,lower,5.67036,1.0,4.29132
edge,0.08049,8.56301,10.62393,66.18463,2019-02-22 21:09:18,7.26373,55.28555,11.1035,9.84011,4305414484368,65.33012,6.35771,40.35998,9.88595,717294,10.56264,41.29643,1798,1920,263.18562,1024,4.7079,1.0,6.68948
other,0.03594,7.22678,9.32861,39.06828,2018-11-09 20:48:24,11.32541,42.86338,9.79961,8.19436,2421584261812,53.15252,12.14689,37.39268,10.74014,1234565,10.7856,33.59885,2423,1024,181.26887,1080,2.17847,0.0,13.1365
other,0.02238,5.42795,12.34743,45.78839,2021-02-16 17:55:09,6.10053,46.60313,11.87445,12.50808,6247248020429,56.30542,10.65257,43.79335,5.92176,115413,9.91063,55.52038,1434,lower,90.7982,lower,3.52545,0.0,5.71718
edge,0.6948,10.97575,10.15054,22.5783,2022-12-12 03:56:30,8.34811,42.73466,12.57053,11.92295,5570553244596,25.1256,11.79546,47.61261,11.208,297591,11.04492,40.77836,70,800,87.77397,1024,9.5433095,0.0,8.81163
edge,0.59529,10.8176,11.1577,38.43848,2019-11-10 10:24:34,11.95568,52.54208,7.90963,8.6564,1552913419916,45.75804,13.71844,57.35039,8.69131,261765,7.99982,62.69541,1859,1920,50.47487,800,4.08684,0.0,12.07206
chrome,0.02526,6.81833,8.74577,21.68433,2021-06-20 16:15:27,13.348,49.80935,7.97407,9.07146,6810588028990,38.96861,12.79397,57.23002,10.88768,648611,9.94497,50.8537,473,1920,113.04052,800,2.88419,0.0,16.72388
chrome,0.04006,7.20312,10.94951,53.04934,2018-10-24 12:50:37,7.65103,53.59966,10.01229,10.37238,6487843593496,39.40408,6.92111,53.58579,9.2998,435925,8.83195,48.98756,2111,1280,158.45365,lower,1.87744,1.0,8.29635
opera,0.05109,7.81494,10.80041,38.05711,2022-07-27 14:11:58,13.99699,50.9552,8.27941,9.50466,2738709030575,17.03473,10.10093,58.45816,11.7158,461561,9.39499,72.27711,2206,1920,125.87371,768,3.27602,0.0,16.44091
chrome,1.43277,11.70989,10.05236,58.79184,2021-03-26 15:33:38,9.38938,45.19618,7.38926,12.38173,5803197549827,63.93485,11.92164,54.51851,10.82093,285003,12.36206,53.92196,1775,lower,112.01071,1024,6.9828,1.0,12.90642
edge,1.25628,11.57067,11.00647,42.55386,2019-08-12 02:08:29,11.00696,56.4558,8.75195,7.74533,1025482949066,42.77438,12.09489,18.94883,7.26139,541756,12.7388,42.39696,2246,1024,117.55021,1024,3.57807,0.0,8.30869
edge,1.0714,11.41271,11.52788,42.00894,2022-11-04 17:04:42,6.6553,30.62948,8.5395,12.58456,4598804572756,53.96964,11.53161,41.71885,8.59566,1347905,10.54586,61.9491,1113,800,85.70491,1080,5.70368,1.0,8.32311
other,3.53514,12.6196,10.31431,65.38436,2020-10-03 09:34:19,7.62677,45.63692,9.73895,8.14812,2597317520393,55.72811,7.40972,56.21599,9.62777,1457511,10.3293,52.61006,1456,1366,181.1786,higher,3.82473,1.0,5.47482
mobile,2.06344,12.07301,11.76196,64.75831,2019-12-10 03:06:23,5.83734,37.73334,10.99572,10.88051,1344201772144,55.90717,11.59469,43.65621,11.13133,1164921,8.95669,50.8519,1319,lower,211.72716,1080,7.75585,1.0,7.26356
chrome,0.41661,10.43163,9.01654,40.34886,2020-11-23 19:31:06,7.68246,47.52729,12.2385,12.54031,467675238396,48.89497,12.13544,73.96908,8.00937,234105,10.15737,60.39562,132,800,175.46354,600,8.09767,0.0,6.38037
chrome,0.02631,6.97699,9.35093,73.20952,2018-11-29 00:24:05,5.8361,69.98376,6.21736,8.26109,6508288782853,44.49832,6.96009,66.2907,9.95537,857120,11.325,46.63424,1232,lower,186.36437,higher,2.20297,1.0,9.88971
firefox,0.11283,8.99286,11.06656,44.79209,2022-07-17 21:49:07,11.62373,14.15795,8.99507,8.31679,3732354714131,36.12869,11.96284,31.33131,8.74002,1078485,13.05659,40.39269,1001,800,201.71179,600,5.84601,0.0,11.28176
edge,0.05087,7.73547,10.26001,49.43009,2022-08-11 01:22:19,11.76426,29.94181,8.63433,8.77563,6972137485903,52.88126,13.21231,56.13109,9.70368,1328604,8.48987,46.43293,1521,1280,108.69424,1024,1.78068,0.0,13.69363
mobile,1.70836,11.89176,8.271,51.84901,2018-11-14 11:26:42,9.52076,21.70631,6.95914,11.68359,64390607737,58.54074,12.95568,67.29136,11.59428,868042,10.55409,53.58389,1906,1366,205.53429,600,3.53353,1.0,14.00581
chrome,1.11667,11.468,11.72592,53.62253,2019-10-17 21:28:51,8.43941,52.89362,8.58148,12.36402,592227519996,66.18462,13.2317,45.75154,13.2048,1208173,10.90472,34.97162,1186,1280,105.86296,1080,3.6572,1.0,14.024
other,0.34878,10.27411,8.52135,47.06019,2023-07-15 20:45:51,10.17465,44.35956,6.0406,14.58067,3958313824837,55.7177,13.83585,43.0409,11.4008,274989,10.84095,51.17653,85,1366,182.82401,1024,1.51658,1.0,17.07521
edge,0.04177,7.33571,9.79278,61.35678,2021-05-23 06:19:28,10.42193,44.76873,6.33602,6.14106,5443350104243,61.12044,11.46539,44.59754,6.34124,937226,10.48373,59.39923,255,800,123.89442,1024,7.50278,1.0,10.23804
edge,0.17773,9.42123,8.50033,57.90718,2022-11-27 09:11:51,8.08621,53.258,13.71272,13.72023,6076646110629,40.00803,12.65063,34.32191,8.46529,227400,11.52134,58.79423,691,1024,162.6366,768,4.99055,0.0,7.03131
chrome,2.32883,12.20257,9.35122,40.40384,2019-01-16 14:09:54,7.65583,46.07039,9.57331,11.4483,7302742352045,73.83454,10.94092,43.62735,11.44451,1320014,9.08673,39.70389,1478,1920,100.69547,1024,4.83919,1.0,9.75551
chrome,0.20147,9.5971,10.2048,48.37945,2023-02-19 07:21:50,10.11316,51.97907,14.22502,13.61823,4381321155782,51.77087,13.32776,48.43689,10.25209,199660,10.6414,57.93857,2305,1366,150.69347,800,1.51823,0.0,9.69022
opera,0.37433,10.35205,10.72102,59.68582,2018-09-25 01:17:36,10.42667,83.43962,12.50587,12.67893,7337173932672,42.16469,13.71682,56.07223,7.99434,864204,11.27871,48.18165,2236,800,-0.25467,1080,2.16075,0.0,8.61858
chrome,0.04474,7.96473,10.95595,52.5584,2020-12-31 10:47:54,12.32399,47.18071,8.17145,9.14905,6246926508860,37.18395,12.6991,50.90669,9.46312,267141,8.55489,38.73693,1148,1280,195.28157,1024,1.37287,0.0,14.0554
opera,0.06115,8.47674,8.51386,44.21391,2021-05-25 21:52:22,12.18435,41.98968,8.37426,8.47851,7483238571901,46.22554,11.77792,27.21804,9.24613,1216796,9.85741,49.75065,752,1280,142.26267,1080,9.5433095,0.0,12.82518
edge,0.05033,7.91141,8.98797,51.54674,2023-02-06 06:11:13,9.90487,52.67113,6.70441,7.64462,9167700780418,47.0439,9.32142,39.01784,8.11413,1138403,9.82608,50.7898,1890,1366,108.07047,768,2.46308,1.0,10.72536
edge,0.02287,6.79858,9.56931,58.70302,2020-08-17 15:46:29,9.23978,48.02686,10.42571,10.27094,2873159939211,41.94994,8.56153,55.84714,8.37112,1230358,9.85997,67.86758,2437,1024,232.24167,600,3.38577,1.0,8.93406
chrome,2.34063,12.20696,10.4313,60.45504,2022-11-01 02:45:50,7.6484,58.07646,8.77332,13.81336,2307659219592,41.91872,13.57049,39.95307,11.26465,15774,11.10487,53.01505,832,1024,42.55544,800,1.32637,1.0,11.88747
chrome,0.04721,7.94801,9.61674,34.17576,2023-09-21 03:48:28,7.5975,55.68513,14.15064,13.44326,2375541542141,30.86304,11.18458,49.86636,10.61925,629485,9.83284,37.29485,443,800,200.41779,800,1.71003,0.0,8.42948
edge,0.03522,6.60454,10.92318,50.40578,2022-03-18 11:06:50,11.55021,47.893,7.93908,9.08776,4907741134086,59.65035,11.58289,38.72923,7.33983,235886,10.87545,87.39326,505,1280,166.64653,1080,1.94412,0.0,12.11463
safari,4.5005229999999985,13.8879,12.52905,56.73206,2022-05-31 02:17:38,6.03375,36.30667,12.58765,9.66433,5774030082224,48.30172,8.41184,73.24614,11.60718,1383325,9.55044,66.327,1727,1024,174.51808,800,2.04308,1.0,4.24991
chrome,0.09094,8.82198,11.68015,48.22189,2020-03-25 04:21:41,13.17045,61.83027,7.37289,9.5429,4689694585046,37.42784,10.01694,47.13309,8.5387,1485689,10.1914,46.81432,2010,lower,129.95013,600,3.23486,0.0,13.24264
edge,1.22313,11.54325,8.89945,46.41405,2022-03-13 11:35:58,6.83376,51.23407,9.40965,10.27573,7972478037488,27.37064,10.47677,60.57644,9.81312,576719,12.82477,47.08829,901,1280,215.59242,768,4.24703,1.0,7.6415
edge,0.20582,9.69311,11.56611,63.80599,2019-07-27 02:40:44,7.63858,50.54556,10.7577,10.63355,921559122503,49.82002,5.27791,76.75024,11.43317,558921,11.02003,47.07362,1090,lower,172.54237,lower,1.86729,1.0,7.93859
chrome,0.03811,7.49691,10.51947,61.044,2021-09-11 11:40:36,7.18209,58.81247,6.38493,8.1715,8617524953334,37.43938,8.3046,52.33877,8.22741,271767,9.24118,41.71275,930,1024,172.61692,768,5.44539,1.0,9.2918
other,0.10238,8.80937,10.58625,53.49676,2022-03-18 16:52:02,9.14888,48.3116,13.9766,14.06151,3760575705140,49.10773,12.79746,66.14294,7.87604,419101,9.35601,26.32051,1432,1280,231.36087,lower,3.89604,0.0,7.49691
mobile,0.05076,7.57727,10.55546,48.01913,2022-01-06 02:39:42,7.95699,55.93049,11.05028,11.55015,6142150953783,63.19448,12.03813,40.54644,6.80488,555008,9.11155,63.42868,1644,1920,222.28775,1024,1.86976,0.0,7.42174
chrome,0.10469,8.9759,11.72028,38.76871,2019-07-07 23:10:42,13.32227,52.26901,6.588,9.13526,906348736048,67.33788,11.86151,62.21505,7.63181,381202,9.1077,30.35533,1499,800,58.95438,1080,7.96835,0.0,13.51735
chrome,3.46859,12.60081,12.21878,54.25435,2022-04-24 17:40:10,9.46691,53.18879,8.72895,10.96993,8950679388485,47.5602,9.48742,62.46107,10.18124,1230399,11.64873,66.72998,336,800,155.22229,1080,7.01976,1.0,9.64815
edge,0.1667,9.46456,10.48645,44.41131,2023-03-03 05:23:54,10.57485,52.3802,5.27164,12.73275,1505762180810,57.56246,14.00715,43.20447,12.48439,954995,11.51336,26.06218,2268,higher,88.0725,768,0.77809,1.0,18.68623
edge,0.76369,11.06515,9.72369,16.45557,2022-06-24 04:34:18,9.15477,52.71022,7.17152,9.71984,4706665597508,44.89388,12.3094,56.59623,13.40053,273491,9.19971,65.73365,1186,1920,80.10106,768,3.06539,1.0,14.70261
opera,0.10869,8.93876,12.13245,36.5978,2018-09-30 02:45:48,10.22221,41.20877,10.43326,7.0616,1731733450648,62.63965,11.02858,60.53669,9.25686,607762,10.04479,39.32838,2040,lower,54.25276,768,0.87354,0.0,8.99255
